,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
44,2,receive,errors,Serve,us,15 -- 18
45,3,serve,in_rally,2-Serve,none,15 -- 18
45,3,serve,earned,Spike,them,15 -- 19
46,3,receive,in_rally,1-Pass,none,15 -- 19
46,3,receive,earned,Spike,them,15 -- 20
47,3,receive,in_rally,1-Pass,none,15 -- 20
47,3,receive,earned,Spike,us,16 -- 20
48,4,serve,in_rally,2-Serve,none,16 -- 20
48,4,serve,errors,Spike,us,17 -- 20
49,4,serve,in_rally,3-Serve,none,17 -- 20
50,4,serve,in_rally,3-FB Pass,none,17 -- 20
50,4,serve,earned,Spike,us,18 -- 20
51,4,serve,in_rally,1-Serve,none,18 -- 20
51,4,serve,earned,Spike,them,18 -- 21
52,4,receive,errors,Serve,us,19 -- 21
53,5,serve,earned,Ace,us,20 -- 21
54,5,serve,earned,Ace,us,21 -- 21
undefined,5,serve,timeout,them 1,undefined,undefined
55,5,serve,in_rally,2-Serve,none,21 -- 21
55,5,serve,earned,Block,us,22 -- 21
56,5,serve,in_rally,3-Serve,none,22 -- 21
57,5,serve,in_rally,Dig,none,22 -- 21
58,5,serve,in_rally,Hit Still In Play,none,22 -- 21
58,5,serve,earned,Spike,them,22 -- 22
59,5,receive,in_rally,2-Pass,none,22 -- 22
59,5,receive,earned,Spike,us,23 -- 22
60,6,serve,in_rally,3-Serve,none,23 -- 22
60,6,serve,errors,Set,us,24 -- 22
undefined,6,serve,timeout,them 2,undefined,undefined
61,6,serve,in_rally,3-Serve,none,24 -- 22
62,6,serve,in_rally,Dig,none,24 -- 22
62,6,serve,earned,Spike,us,25 -- 22
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,6,receive,in_rally,1-Pass,none,0 -- 0
1,6,receive,errors,Dig,them,0 -- 1
2,6,receive,in_rally,1-Pass,none,0 -- 1
2,6,receive,earned,Spike,them,0 -- 2
3,6,receive,in_rally,2-Pass,none,0 -- 2
3,6,receive,earned,Spike,us,1 -- 2
4,1,serve,earned,Ace,us,2 -- 2
5,1,serve,in_rally,3-Serve,none,2 -- 2
5,1,serve,faults,Net,them,2 -- 3
6,1,receive,in_rally,1-Pass,none,2 -- 3
6,1,receive,faults,Ball Handling,them,2 -- 4
7,1,receive,in_rally,2-Pass,none,2 -- 4
8,1,receive,in_rally,Hit Still In Play,none,2 -- 4
9,1,receive,in_rally,3-FB Pass,none,2 -- 4
9,1,receive,earned,Spike,us,3 -- 4
10,2,serve,in_rally,2-Serve,none,3 -- 4
10,2,serve,earned,Block,us,4 -- 4
11,2,serve,in_rally,1-Serve,none,4 -- 4
11,2,serve,faults,Under,us,5 -- 4
12,2,serve,in_rally,1-Serve,none,5 -- 4
12,2,serve,earned,Spike,them,5 -- 5
13,2,receive,in_rally,3-Pass,none,5 -- 5
14,2,receive,in_rally,Dig,none,5 -- 5
14,2,receive,errors,Dig,them,5 -- 6
15,2,receive,in_rally,3-Pass,none,5 -- 6
15,2,receive,errors,Spike,them,5 -- 7
16,2,receive,in_rally,3-Pass,none,5 -- 7
16,2,receive,earned,Tip,us,6 -- 7
17,3,serve,in_rally,3-Serve,none,6 -- 7
18,3,serve,in_rally,Dig,none,6 -- 7
19,3,serve,in_rally,Hit Still In Play,none,6 -- 7
19,3,serve,earned,Block,us,7 -- 7
20,3,serve,in_rally,3-Serve,none,7 -- 7
20,3,serve,faults,Under,us,8 -- 7
21,3,serve,in_rally,2-Serve,none,8 -- 7
22,3,serve,in_rally,Dig,none,8 -- 7
23,3,serve,in_rally,Dig,none,8 -- 7
23,3,serve,errors,Spike,them,8 -- 8
24,3,receive,in_rally,2-Pass,none,8 -- 8
25,3,receive,in_rally,Hit Still In Play,none,8 -- 8
25,3,receive,earned,Spike,them,8 -- 9
26,3,receive,in_rally,1-Pass,none,8 -- 9
27,3,receive,in_rally,Dig,none,8 -- 9
27,3,receive,earned,Spike,us,9 -- 9
28,4,serve,earned,Ace,us,10 -- 9
29,4,serve,in_rally,1-Serve,none,10 -- 9
29,4,serve,errors,Dig,them,10 -- 10
30,4,receive,in_rally,3-Pass,none,10 -- 10
30,4,receive,earned,Spike,us,11 -- 10
31,5,serve,earned,Ace,us,12 -- 10
32,5,serve,in_rally,3-Serve,none,12 -- 10
32,5,serve,errors,3rd Ball Return,us,13 -- 10
33,5,serve,in_rally,3-Serve,none,13 -- 10
34,5,serve,in_rally,Dig,none,13 -- 10
34,5,serve,errors,Spike,them,13 -- 11
35,5,receive,in_rally,3-Pass,none,13 -- 11
35,5,receive,earned,Spike,us,14 -- 11
36,6,serve,errors,Serve,them,14 -- 12
37,6,receive,in_rally,2-Pass,none,14 -- 12
38,6,receive,in_rally,Hit Still In Play,none,14 -- 12
38,6,receive,errors,3rd Ball Return,us,15 -- 12
39,1,serve,in_rally,3-Serve,none,15 -- 12
40,1,serve,in_rally,Dig,none,15 -- 12
41,1,serve,in_rally,Hit Still In Play,none,15 -- 12
42,1,serve,in_rally,3-FB Pass,none,15 -- 12
42,1,serve,earned,Spike,us,16 -- 12
undefined,1,serve,timeout,them 1,undefined,undefined
43,1,serve,in_rally,3-Serve,none,16 -- 12
44,1,serve,in_rally,Dig,none,16 -- 12
44,1,serve,earned,Spike,us,17 -- 12
45,1,serve,in_rally,2-Serve,none,17 -- 12
46,1,serve,in_rally,Dig,none,17 -- 12
46,1,serve,errors,Set,them,17 -- 13
47,1,receive,in_rally,1-Pass,none,17 -- 13
48,1,receive,in_rally,Hit Still In Play,none,17 -- 13
49,1,receive,in_rally,Dig,none,17 -- 13
50,1,receive,in_rally,Hit Still In Play,none,17 -- 13
50,1,receive,errors,Dig,them,17 -- 14
51,1,receive,in_rally,2-Pass,none,17 -- 14
51,1,receive,earned,Spike,us,18 -- 14
52,2,serve,earned,Ace,us,19 -- 14
53,2,serve,in_rally,3-Serve,none,19 -- 14
53,2,serve,errors,Dig,them,19 -- 15
54,2,receive,in_rally,3-Pass,none,19 -- 15
54,2,receive,earned,Spike,us,20 -- 15
55,3,serve,errors,Serve,them,20 -- 16
56,3,receive,in_rally,Over Pass in Play,none,20 -- 16
57,3,receive,in_rally,Dig,none,20 -- 16
58,3,receive,in_rally,Hit Still In Play,none,20 -- 16
59,3,receive,in_rally,3-FB Pass,none,20 -- 16
59,3,receive,errors,Spike,them,20 -- 17
60,3,receive,errors,Serve,us,21 -- 17
61,4,serve,in_rally,3-Serve,none,21 -- 17
62,4,serve,in_rally,1-FB Pass,none,21 -- 17
62,4,serve,earned,Block,us,22 -- 17
63,4,serve,in_rally,3-Serve,none,22 -- 17
64,4,serve,in_rally,2-FB Pass,none,22 -- 17
64,4,serve,earned,Spike,us,23 -- 17
undefined,4,serve,timeout,them 2,undefined,undefined
64,4,serve,errors,Serve,them,23 -- 18
65,4,receive,in_rally,2-Pass,none,23 -- 18
65,4,receive,earned,Spike,us,24 -- 18
66,5,serve,in_rally,3-Serve,none,24 -- 18
67,5,serve,in_rally,1-FB Pass,none,24 -- 18
67,5,serve,errors,Spike,them,24 -- 19
68,5,receive,in_rally,3-Pass,none,24 -- 19
69,5,receive,in_rally,Hit Still In Play,none,24 -- 19
70,5,receive,in_rally,Hit Still In Play,none,24 -- 19
71,5,receive,in_rally,Dig,none,24 -- 19
71,5,receive,earned,Spike,us,25 -- 19
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,6,receive,in_rally,1-Pass,none,0 -- 0
2,6,receive,in_rally,Hit Still In Play,none,0 -- 0
3,6,receive,in_rally,2-FB Pass,none,0 -- 0
4,6,receive,in_rally,Hit Still In Play,none,0 -- 0
4,6,receive,errors,Dig,them,0 -- 1
5,6,receive,in_rally,3-Pass,none,0 -- 1
5,6,receive,faults,Net,us,1 -- 1
6,1,serve,in_rally,2-Serve,none,1 -- 1
6,1,serve,errors,Dig,them,1 -- 2
7,1,receive,errors,Serve,us,2 -- 2
8,2,serve,in_rally,1-Serve,none,2 -- 2
8,2,serve,earned,Spike,them,2 -- 3
9,2,receive,in_rally,3-Pass,none,2 -- 3
9,2,receive,errors,Spike,them,2 -- 4
10,2,receive,in_rally,2-Pass,none,2 -- 4
10,2,receive,faults,Net,us,3 -- 4
11,3,serve,in_rally,2-Serve,none,3 -- 4
11,3,serve,errors,Dig,them,3 -- 5
12,3,receive,in_rally,2-Pass,none,3 -- 5
12,3,receive,earned,Tip,us,4 -- 5
13,4,serve,in_rally,3-Serve,none,4 -- 5
13,4,serve,errors,Dig,them,4 -- 6
14,4,receive,in_rally,1-Pass,none,4 -- 6
14,4,receive,earned,Spike,them,4 -- 7
15,4,receive,in_rally,1-Pass,none,4 -- 7
16,4,receive,in_rally,Hit Still In Play,none,4 -- 7
17,4,receive,in_rally,Dig,none,4 -- 7
17,4,receive,errors,Set,them,4 -- 8
18,4,receive,earned,Ace,them,4 -- 9
19,4,receive,errors,Receive,them,4 -- 10
20,4,receive,in_rally,1-Pass,none,4 -- 10
21,4,receive,in_rally,Hit Still In Play,none,4 -- 10
21,4,receive,errors,Spike,us,5 -- 10
22,5,serve,in_rally,3-Serve,none,5 -- 10
23,5,serve,in_rally,3-FB Pass,none,5 -- 10
23,5,serve,earned,Spike,us,6 -- 10
24,5,serve,in_rally,2-Serve,none,6 -- 10
24,5,serve,errors,Dig,them,6 -- 11
25,5,receive,in_rally,1-Pass,none,6 -- 11
25,5,receive,earned,Spike,us,7 -- 11
26,6,serve,in_rally,2-Serve,none,7 -- 11
26,6,serve,errors,Dig,them,7 -- 12
27,6,receive,in_rally,3-Pass,none,7 -- 12
28,6,receive,in_rally,Hit Still In Play,none,7 -- 12
28,6,receive,earned,Spike,them,7 -- 13
29,6,receive,errors,Serve,us,8 -- 13
30,1,serve,earned,Ace,us,9 -- 13
31,1,serve,in_rally,3-Serve,none,9 -- 13
31,1,serve,errors,Spike,them,9 -- 14
32,1,receive,errors,Receive,them,9 -- 15
33,1,receive,errors,Receive,them,9 -- 16
34,1,receive,errors,Serve,us,10 -- 16
35,2,serve,in_rally,2-Serve,none,10 -- 16
35,2,serve,errors,Spike,us,11 -- 16
36,2,serve,errors,Serve,them,11 -- 17
37,2,receive,in_rally,1-Pass,none,11 -- 17
37,2,receive,earned,Spike,them,11 -- 18
38,2,receive,errors,Receive,them,11 -- 19
39,2,receive,errors,Receive,them,11 -- 20
40,2,receive,in_rally,Over Pass in Play,none,11 -- 20
40,2,receive,earned,Spike,them,11 -- 21
41,2,receive,in_rally,1-Pass,none,11 -- 21
41,2,receive,earned,Spike,us,12 -- 21
42,3,serve,errors,Serve,them,12 -- 22
43,3,receive,in_rally,3-Pass,none,12 -- 22
44,3,receive,in_rally,Hit Still In Play,none,12 -- 22
44,3,receive,faults,Net,them,12 -- 23
45,3,receive,in_rally,1-Pass,none,12 -- 23
46,3,receive,in_rally,Hit Still In Play,none,12 -- 23
46,3,receive,earned,Spike,them,12 -- 24
47,3,receive,in_rally,3-Pass,none,12 -- 24
47,3,receive,earned,Spike,us,13 -- 24
48,4,serve,errors,Serve,them,13 -- 25
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,3,serve,in_rally,1-Serve,none,0 -- 0
1,3,serve,earned,Block,us,1 -- 0
2,3,serve,in_rally,3-Serve,none,1 -- 0
3,3,serve,in_rally,Dig,none,1 -- 0
3,3,serve,errors,Spike,them,1 -- 1
4,3,receive,in_rally,3-Pass,none,1 -- 1
4,3,receive,earned,Spike,us,2 -- 1
5,4,serve,in_rally,3-Serve,none,2 -- 1
5,4,serve,earned,Block,us,3 -- 1
6,4,serve,in_rally,1-Serve,none,3 -- 1
7,4,serve,in_rally,Dig,none,3 -- 1
8,4,serve,in_rally,Hit Still In Play,none,3 -- 1
9,4,serve,in_rally,Dig,none,3 -- 1
9,4,serve,errors,Spike,them,3 -- 2
10,4,receive,in_rally,3-Pass,none,3 -- 2
10,4,receive,earned,Spike,us,4 -- 2
11,5,serve,in_rally,3-Serve,none,4 -- 2
11,5,serve,errors,Dig,them,4 -- 3
12,5,receive,errors,Serve,us,5 -- 3
13,6,serve,in_rally,3-Serve,none,5 -- 3
13,6,serve,errors,Spike,them,5 -- 4
14,6,receive,in_rally,3-Pass,none,5 -- 4
15,6,receive,in_rally,Hit Still In Play,none,5 -- 4
15,6,receive,errors,3rd Ball Return,us,6 -- 4
16,1,serve,in_rally,2-Serve,none,6 -- 4
16,1,serve,earned,Spike,them,6 -- 5
17,1,receive,in_rally,1-Pass,none,6 -- 5
17,1,receive,earned,Spike,us,7 -- 5
18,2,serve,in_rally,3-Serve,none,7 -- 5
19,2,serve,in_rally,Dig,none,7 -- 5
20,2,serve,in_rally,Hit Still In Play,none,7 -- 5
20,2,serve,earned,Tip,them,7 -- 6
21,2,receive,errors,Serve,us,8 -- 6
22,3,serve,in_rally,1-Serve,none,8 -- 6
22,3,serve,errors,Dig,them,8 -- 7
23,3,receive,in_rally,3-Pass,none,8 -- 7
23,3,receive,earned,Spike,us,9 -- 7
24,4,serve,in_rally,2-Serve,none,9 -- 7
25,4,serve,in_rally,Dig,none,9 -- 7
26,4,serve,in_rally,Hit Still In Play,none,9 -- 7
26,4,serve,earned,Block,us,10 -- 7
27,4,serve,in_rally,3-Serve,none,10 -- 7
27,4,serve,faults,Net,them,10 -- 8
28,4,receive,in_rally,Over Pass in Play,none,10 -- 8
28,4,receive,earned,Spike,us,11 -- 8
29,5,serve,errors,Serve,them,11 -- 9
30,5,receive,errors,Receive,them,11 -- 10
31,5,receive,in_rally,2-Pass,none,11 -- 10
32,5,receive,in_rally,Hit Still In Play,none,11 -- 10
32,5,receive,earned,Spike,them,11 -- 11
33,5,receive,in_rally,1-Pass,none,11 -- 11
33,5,receive,earned,Tip,us,12 -- 11
34,6,serve,errors,Serve,them,12 -- 12
35,6,receive,in_rally,1-Pass,none,12 -- 12
35,6,receive,earned,Spike,us,13 -- 12
36,1,serve,in_rally,1-Serve,none,13 -- 12
36,1,serve,earned,Spike,them,13 -- 13
37,1,receive,in_rally,3-Pass,none,13 -- 13
37,1,receive,errors,Spike,them,13 -- 14
38,1,receive,in_rally,1-Pass,none,13 -- 14
39,1,receive,in_rally,Hit Still In Play,none,13 -- 14
39,1,receive,earned,Block,us,14 -- 14
40,2,serve,errors,Serve,them,14 -- 15
41,2,receive,errors,Serve,us,15 -- 15
42,3,serve,in_rally,3-Serve,none,15 -- 15
42,3,serve,errors,Spike,us,16 -- 15
43,3,serve,in_rally,3-Serve,none,16 -- 15
44,3,serve,in_rally,Dig,none,16 -- 15
44,3,serve,earned,Spike,them,16 -- 16
45,3,receive,in_rally,3-Pass,none,16 -- 16
45,3,receive,earned,Spike,us,17 -- 16
46,4,serve,in_rally,1-Serve,none,17 -- 16
46,4,serve,earned,Spike,them,17 -- 17
47,4,receive,errors,Serve,us,18 -- 17
undefined,4,receive,timeout,them 1,undefined,undefined
48,5,serve,in_rally,2-Serve,none,18 -- 17
48,5,serve,errors,Dig,them,18 -- 18
49,5,receive,in_rally,1-Pass,none,18 -- 18
50,5,receive,in_rally,Hit Still In Play,none,18 -- 18
51,5,receive,in_rally,Dig,none,18 -- 18
51,5,receive,errors,Spike,us,19 -- 18
52,6,serve,in_rally,2-Serve,none,19 -- 18
52,6,serve,errors,Dig,them,19 -- 19
53,6,receive,in_rally,3-Pass,none,19 -- 19
54,6,receive,in_rally,Hit Still In Play,none,19 -- 19
55,6,receive,in_rally,Dig,none,19 -- 19
56,6,receive,in_rally,Dig,none,19 -- 19
56,6,receive,errors,3rd Ball Return,us,20 -- 19
57,1,serve,in_rally,2-Serve,none,20 -- 19
57,1,serve,earned,Spike,them,20 -- 20
58,1,receive,in_rally,2-Pass,none,20 -- 20
59,1,receive,in_rally,Hit Still In Play,none,20 -- 20
60,1,receive,in_rally,3-FB Pass,none,20 -- 20
61,1,receive,in_rally,Hit Still In Play,none,20 -- 20
62,1,receive,in_rally,3-FB Pass,none,20 -- 20
63,1,receive,in_rally,Hit Still In Play,none,20 -- 20
64,1,receive,in_rally,Dig,none,20 -- 20
65,1,receive,in_rally,Hit Still In Play,none,20 -- 20
65,1,receive,earned,Spike,them,20 -- 21
undefined,1,receive,timeout,us 1,undefined,undefined
66,1,receive,in_rally,2-Pass,none,20 -- 21
66,1,receive,earned,Spike,us,21 -- 21
67,2,serve,in_rally,1-Serve,none,21 -- 21
67,2,serve,errors,Dig,them,21 -- 22
68,2,receive,in_rally,1-Pass,none,21 -- 22
69,2,receive,in_rally,Hit Still In Play,none,21 -- 22
69,2,receive,earned,Spike,them,21 -- 23
70,2,receive,errors,Receive,them,21 -- 24
71,2,receive,errors,Serve,us,22 -- 24
72,3,serve,in_rally,1-Serve,none,22 -- 24
72,3,serve,errors,Dig,them,22 -- 25
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,6,receive,in_rally,3-Pass,none,0 -- 0
1,6,receive,earned,Spike,us,1 -- 0
2,1,serve,in_rally,3-Serve,none,1 -- 0
3,1,serve,in_rally,1-FB Pass,none,1 -- 0
3,1,serve,earned,Spike,them,1 -- 1
4,1,receive,errors,Serve,us,2 -- 1
5,2,serve,in_rally,2-Serve,none,2 -- 1
6,2,serve,in_rally,Dig,none,2 -- 1
7,2,serve,in_rally,Dig,none,2 -- 1
8,2,serve,in_rally,Dig,none,2 -- 1
8,2,serve,faults,Under,them,2 -- 2
9,2,receive,errors,Serve,us,3 -- 2
10,3,serve,in_rally,2-Serve,none,3 -- 2
11,3,serve,in_rally,Dig,none,3 -- 2
12,3,serve,in_rally,Hit Still In Play,none,3 -- 2
13,3,serve,in_rally,Dig,none,3 -- 2
13,3,serve,errors,3rd Ball Return,us,4 -- 2
14,3,serve,in_rally,3-Serve,none,4 -- 2
15,3,serve,in_rally,Dig,none,4 -- 2
15,3,serve,faults,Net,us,5 -- 2
16,3,serve,in_rally,2-Serve,none,5 -- 2
17,3,serve,in_rally,Dig,none,5 -- 2
17,3,serve,earned,Spike,us,6 -- 2
18,3,serve,in_rally,1-Serve,none,6 -- 2
19,3,serve,in_rally,Dig,none,6 -- 2
19,3,serve,earned,Spike,us,7 -- 2
20,3,serve,in_rally,2-Serve,none,7 -- 2
21,3,serve,in_rally,Dig,none,7 -- 2
22,3,serve,in_rally,Hit Still In Play,none,7 -- 2
23,3,serve,in_rally,3-FB Pass,none,7 -- 2
23,3,serve,errors,Spike,them,7 -- 3
24,3,receive,in_rally,1-Pass,none,7 -- 3
24,3,receive,earned,Spike,us,8 -- 3
25,4,serve,in_rally,3-Serve,none,8 -- 3
25,4,serve,earned,Spike,us,9 -- 3
26,4,serve,in_rally,3-Serve,none,9 -- 3
27,4,serve,in_rally,Dig,none,9 -- 3
28,4,serve,in_rally,Dig,none,9 -- 3
28,4,serve,earned,Tip,us,10 -- 3
29,4,serve,earned,Ace,us,11 -- 3
30,4,serve,errors,Serve,them,11 -- 4
31,4,receive,errors,Serve,us,12 -- 4
32,5,serve,in_rally,2-Serve,none,12 -- 4
33,5,serve,in_rally,Dig,none,12 -- 4
33,5,serve,earned,Spike,us,13 -- 4
34,5,serve,errors,Serve,them,13 -- 5
35,5,receive,in_rally,1-Pass,none,13 -- 5
36,5,receive,in_rally,Hit Still In Play,none,13 -- 5
36,5,receive,errors,Spike,us,14 -- 5
37,6,serve,in_rally,3-Serve,none,14 -- 5
38,6,serve,in_rally,Dig,none,14 -- 5
39,6,serve,in_rally,Hit Still In Play,none,14 -- 5
39,6,serve,errors,Dig,them,14 -- 6
40,6,receive,in_rally,2-Pass,none,14 -- 6
41,6,receive,in_rally,Hit Still In Play,none,14 -- 6
42,6,receive,in_rally,Dig,none,14 -- 6
43,6,receive,in_rally,Dig,none,14 -- 6
43,6,receive,errors,Spike,them,14 -- 7
44,6,receive,in_rally,2-Pass,none,14 -- 7
44,6,receive,earned,Spike,us,15 -- 7
45,1,serve,in_rally,3-Serve,none,15 -- 7
46,1,serve,in_rally,Dig,none,15 -- 7
46,1,serve,earned,Spike,us,16 -- 7
47,1,serve,errors,Serve,them,16 -- 8
48,1,receive,in_rally,1-Pass,none,16 -- 8
48,1,receive,errors,Set,them,16 -- 9
49,1,receive,in_rally,1-Pass,none,16 -- 9
49,1,receive,errors,Spike,them,16 -- 10
50,1,receive,in_rally,2-Pass,none,16 -- 10
51,1,receive,in_rally,Hit Still In Play,none,16 -- 10
51,1,receive,earned,Spike,them,16 -- 11
52,1,receive,in_rally,1-Pass,none,16 -- 11
53,1,receive,in_rally,3-FB Pass,none,16 -- 11
54,1,receive,in_rally,Hit Still In Play,none,16 -- 11
54,1,receive,errors,3rd Ball Return,us,17 -- 11
55,2,serve,in_rally,3-Serve,none,17 -- 11
55,2,serve,earned,Block,us,18 -- 11
56,2,serve,errors,Serve,them,18 -- 12
57,2,receive,in_rally,1-Pass,none,18 -- 12
58,2,receive,in_rally,Hit Still In Play,none,18 -- 12
59,2,receive,in_rally,Dig,none,18 -- 12
60,2,receive,in_rally,Dig,none,18 -- 12
61,2,receive,in_rally,Hit Still In Play,none,18 -- 12
61,2,receive,errors,Dig,them,18 -- 13
62,2,receive,in_rally,2-Pass,none,18 -- 13
63,2,receive,in_rally,Hit Still In Play,none,18 -- 13
64,2,receive,in_rally,Dig,none,18 -- 13
65,2,receive,in_rally,Dig,none,18 -- 13
65,2,receive,earned,Spike,us,19 -- 13
66,3,serve,in_rally,2-Serve,none,19 -- 13
66,3,serve,errors,Dig,them,19 -- 14
67,3,receive,in_rally,1-Pass,none,19 -- 14
67,3,receive,errors,Spike,them,19 -- 15
68,3,receive,in_rally,2-Pass,none,19 -- 15
68,3,receive,errors,Spike,them,19 -- 16
69,3,receive,in_rally,1-Pass,none,19 -- 16
69,3,receive,errors,Spike,them,19 -- 17
70,3,receive,in_rally,2-Pass,none,19 -- 17
70,3,receive,earned,Spike,us,20 -- 17
71,4,serve,in_rally,3-Serve,none,20 -- 17
72,4,serve,in_rally,1-FB Pass,none,20 -- 17
73,4,serve,in_rally,Hit Still In Play,none,20 -- 17
73,4,serve,errors,Spike,us,21 -- 17
74,4,serve,in_rally,2-Serve,none,21 -- 17
75,4,serve,in_rally,Dig,none,21 -- 17
76,4,serve,in_rally,Hit Still In Play,none,21 -- 17
77,4,serve,in_rally,Dig,none,21 -- 17
77,4,serve,earned,Spike,us,22 -- 17
78,4,serve,earned,Ace,us,23 -- 17
79,4,serve,in_rally,2-Serve,none,23 -- 17
79,4,serve,errors,3rd Ball Return,us,24 -- 17
80,4,serve,in_rally,3-Serve,none,24 -- 17
81,4,serve,in_rally,Dig,none,24 -- 17
81,4,serve,earned,Spike,us,25 -- 17
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,1,serve,in_rally,1-Serve,none,0 -- 0
1,1,serve,earned,Block,us,1 -- 0
2,1,serve,in_rally,3-Serve,none,1 -- 0
3,1,serve,in_rally,Dig,none,1 -- 0
3,1,serve,earned,Spike,us,2 -- 0
4,1,serve,in_rally,1-Serve,none,2 -- 0
4,1,serve,errors,Spike,us,3 -- 0
5,1,serve,in_rally,3-Serve,none,3 -- 0
5,1,serve,errors,3rd Ball Return,us,4 -- 0
6,1,serve,in_rally,2-Serve,none,4 -- 0
6,1,serve,errors,Spike,us,5 -- 0
7,1,serve,in_rally,3-Serve,none,5 -- 0
8,1,serve,in_rally,1-FB Pass,none,5 -- 0
8,1,serve,errors,3rd Ball Return,them,5 -- 1
9,1,receive,in_rally,3-Pass,none,5 -- 1
9,1,receive,earned,Spike,us,6 -- 1
10,2,serve,errors,Serve,them,6 -- 2
11,2,receive,in_rally,1-Pass,none,6 -- 2
12,2,receive,in_rally,Hit Still In Play,none,6 -- 2
13,2,receive,in_rally,Dig,none,6 -- 2
13,2,receive,earned,Spike,us,7 -- 2
14,3,serve,in_rally,2-Serve,none,7 -- 2
15,3,serve,in_rally,3-FB Pass,none,7 -- 2
15,3,serve,earned,Spike,us,8 -- 2
16,3,serve,earned,Ace,us,9 -- 2
17,3,serve,in_rally,2-Serve,none,9 -- 2
17,3,serve,errors,Dig,them,9 -- 3
18,3,receive,in_rally,3-Pass,none,9 -- 3
18,3,receive,earned,Spike,us,10 -- 3
19,4,serve,errors,Serve,them,10 -- 4
20,4,receive,in_rally,3-Pass,none,10 -- 4
20,4,receive,earned,Spike,us,11 -- 4
21,5,serve,errors,Serve,them,11 -- 5
22,5,receive,errors,Receive,them,11 -- 6
23,5,receive,in_rally,1-Pass,none,11 -- 6
23,5,receive,earned,Spike,us,12 -- 6
24,6,serve,earned,Ace,us,13 -- 6
25,6,serve,errors,Serve,them,13 -- 7
26,6,receive,in_rally,1-Pass,none,13 -- 7
26,6,receive,errors,Dig,them,13 -- 8
27,6,receive,in_rally,3-Pass,none,13 -- 8
27,6,receive,earned,Spike,us,14 -- 8
28,1,serve,earned,Ace,us,15 -- 8
29,1,serve,in_rally,2-Serve,none,15 -- 8
30,1,serve,in_rally,Dig,none,15 -- 8
31,1,serve,in_rally,Hit Still In Play,none,15 -- 8
32,1,serve,in_rally,Dig,none,15 -- 8
33,1,serve,in_rally,2-FB Pass,none,15 -- 8
34,1,serve,in_rally,Hit Still In Play,none,15 -- 8
34,1,serve,earned,Block,us,16 -- 8
35,1,serve,in_rally,2-Serve,none,16 -- 8
35,1,serve,earned,Block,us,17 -- 8
36,1,serve,in_rally,3-Serve,none,17 -- 8
36,1,serve,earned,Spike,us,18 -- 8
37,1,serve,in_rally,2-Serve,none,18 -- 8
38,1,serve,in_rally,Dig,none,18 -- 8
38,1,serve,earned,Spike,us,19 -- 8
39,1,serve,in_rally,2-Serve,none,19 -- 8
40,1,serve,in_rally,Dig,none,19 -- 8
40,1,serve,earned,Spike,us,20 -- 8
undefined,1,serve,timeout,them 1,undefined,undefined
41,1,serve,in_rally,2-Serve,none,20 -- 8
42,1,serve,in_rally,Dig,none,20 -- 8
42,1,serve,earned,Spike,us,21 -- 8
43,1,serve,in_rally,2-Serve,none,21 -- 8
44,1,serve,in_rally,Dig,none,21 -- 8
45,1,serve,in_rally,Hit Still In Play,none,21 -- 8
45,1,serve,errors,Dig,them,21 -- 9
46,1,receive,in_rally,2-Pass,none,21 -- 9
47,1,receive,in_rally,Hit Still In Play,none,21 -- 9
48,1,receive,in_rally,Dig,none,21 -- 9
49,1,receive,in_rally,Hit Still In Play,none,21 -- 9
49,1,receive,errors,Dig,them,21 -- 10
50,1,receive,in_rally,1-Pass,none,21 -- 10
50,1,receive,errors,3rd Ball Return,them,21 -- 11
51,1,receive,in_rally,2-Pass,none,21 -- 11
51,1,receive,earned,Tip,us,22 -- 11
52,2,serve,in_rally,3-Serve,none,22 -- 11
53,2,serve,in_rally,Dig,none,22 -- 11
54,2,serve,in_rally,Dig,none,22 -- 11
54,2,serve,earned,Spike,us,23 -- 11
55,2,serve,in_rally,3-Serve,none,23 -- 11
55,2,serve,errors,Tip,us,24 -- 11
56,2,serve,errors,Serve,them,24 -- 12
57,2,receive,in_rally,3-Pass,none,24 -- 12
57,2,receive,earned,Spike,them,24 -- 13
