,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
69,1,serve,in_rally,2-Serve,none,24 -- 23
69,1,serve,faults,Net,them,24 -- 24
70,1,receive,in_rally,1-Pass,none,24 -- 24
71,1,receive,in_rally,Hit Still In Play,none,24 -- 24
72,1,receive,in_rally,Dig,none,24 -- 24
73,1,receive,in_rally,Hit Still In Play,none,24 -- 24
73,1,receive,faults,Under,them,24 -- 25
undefined,1,receive,timeout,us 2,undefined,undefined
74,1,receive,in_rally,3-Pass,none,24 -- 25
74,1,receive,earned,Spike,us,25 -- 25
75,2,serve,in_rally,1-Serve,none,25 -- 25
76,2,serve,in_rally,Dig,none,25 -- 25
76,2,serve,errors,Tip,them,25 -- 26
77,2,receive,in_rally,1-Pass,none,25 -- 26
77,2,receive,errors,Set,them,25 -- 27
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,1,serve,in_rally,2-Serve,none,0 -- 0
1,1,serve,earned,Spike,them,0 -- 1
2,1,receive,in_rally,1-Pass,none,0 -- 1
2,1,receive,earned,Spike,us,1 -- 1
3,2,serve,errors,Serve,them,1 -- 2
4,2,receive,in_rally,3-Pass,none,1 -- 2
5,2,receive,in_rally,Hit Still In Play,none,1 -- 2
5,2,receive,earned,Spike,them,1 -- 3
6,2,receive,in_rally,1-Pass,none,1 -- 3
6,2,receive,errors,Dig,them,1 -- 4
7,2,receive,in_rally,3-Pass,none,1 -- 4
7,2,receive,earned,Spike,us,2 -- 4
8,3,serve,in_rally,2-Serve,none,2 -- 4
8,3,serve,errors,Spike,us,3 -- 4
9,3,serve,errors,Serve,them,3 -- 5
10,3,receive,in_rally,3-Pass,none,3 -- 5
11,3,receive,in_rally,Hit Still In Play,none,3 -- 5
12,3,receive,in_rally,Dig,none,3 -- 5
12,3,receive,earned,Spike,us,4 -- 5
13,4,serve,errors,Serve,them,4 -- 6
14,4,receive,errors,Serve,us,5 -- 6
15,5,serve,in_rally,2-Serve,none,5 -- 6
15,5,serve,earned,Spike,them,5 -- 7
16,5,receive,in_rally,3-Pass,none,5 -- 7
16,5,receive,earned,Spike,us,6 -- 7
17,6,serve,in_rally,2-Serve,none,6 -- 7
17,6,serve,errors,Spike,us,7 -- 7
18,6,serve,in_rally,3-Serve,none,7 -- 7
18,6,serve,errors,Spike,us,8 -- 7
19,6,serve,in_rally,2-Serve,none,8 -- 7
19,6,serve,faults,Net,them,8 -- 8
20,6,receive,in_rally,1-Pass,none,8 -- 8
21,6,receive,in_rally,Hit Still In Play,none,8 -- 8
21,6,receive,errors,3rd Ball Return,us,9 -- 8
22,1,serve,in_rally,3-Serve,none,9 -- 8
22,1,serve,faults,Under,us,10 -- 8
23,1,serve,in_rally,3-Serve,none,10 -- 8
24,1,serve,in_rally,3-FB Pass,none,10 -- 8
25,1,serve,in_rally,Hit Still In Play,none,10 -- 8
25,1,serve,earned,Block,us,11 -- 8
26,1,serve,in_rally,1-Serve,none,11 -- 8
26,1,serve,earned,Block,us,12 -- 8
27,1,serve,errors,Serve,them,12 -- 9
28,1,receive,in_rally,1-Pass,none,12 -- 9
28,1,receive,earned,Spike,us,13 -- 9
29,2,serve,in_rally,2-Serve,none,13 -- 9
29,2,serve,earned,Tip,them,13 -- 10
30,2,receive,in_rally,2-Pass,none,13 -- 10
30,2,receive,earned,Spike,us,14 -- 10
31,3,serve,in_rally,2-Serve,none,14 -- 10
31,3,serve,earned,Block,us,15 -- 10
32,3,serve,errors,Serve,them,15 -- 11
33,3,receive,in_rally,2-Pass,none,15 -- 11
33,3,receive,earned,Spike,us,16 -- 11
34,4,serve,errors,Serve,them,16 -- 12
35,4,receive,in_rally,1-Pass,none,16 -- 12
35,4,receive,errors,Spike,them,16 -- 13
36,4,receive,in_rally,3-Pass,none,16 -- 13
36,4,receive,errors,Tip,them,16 -- 14
37,4,receive,in_rally,3-Pass,none,16 -- 14
38,4,receive,in_rally,Hit Still In Play,none,16 -- 14
39,4,receive,in_rally,Dig,none,16 -- 14
40,4,receive,in_rally,Hit Still In Play,none,16 -- 14
41,4,receive,in_rally,Dig,none,16 -- 14
41,4,receive,earned,Spike,them,16 -- 15
42,4,receive,in_rally,2-Pass,none,16 -- 15
43,4,receive,in_rally,Hit Still In Play,none,16 -- 15
43,4,receive,errors,Dig,them,16 -- 16
undefined,4,receive,timeout,us 1,undefined,undefined
43,4,receive,errors,Receive,them,16 -- 17
44,4,receive,in_rally,1-Pass,none,16 -- 17
44,4,receive,errors,Spike,them,16 -- 18
45,4,receive,in_rally,1-Pass,none,16 -- 18
46,4,receive,in_rally,Hit Still In Play,none,16 -- 18
46,4,receive,errors,3rd Ball Return,us,17 -- 18
47,5,serve,earned,Ace,us,18 -- 18
48,5,serve,in_rally,2-Serve,none,18 -- 18
48,5,serve,errors,Dig,them,18 -- 19
49,5,receive,errors,3rd Ball Return,us,19 -- 19
50,6,serve,in_rally,2-Serve,none,19 -- 19
50,6,serve,earned,Spike,them,19 -- 20
51,6,receive,in_rally,3-Pass,none,19 -- 20
51,6,receive,faults,Net,us,20 -- 20
52,1,serve,in_rally,2-Serve,none,20 -- 20
52,1,serve,errors,Dig,them,20 -- 21
53,1,receive,in_rally,1-Pass,none,20 -- 21
54,1,receive,in_rally,Hit Still In Play,none,20 -- 21
55,1,receive,in_rally,2-FB Pass,none,20 -- 21
56,1,receive,in_rally,Hit Still In Play,none,20 -- 21
57,1,receive,in_rally,Dig,none,20 -- 21
57,1,receive,errors,Set,them,20 -- 22
58,1,receive,in_rally,2-Pass,none,20 -- 22
58,1,receive,errors,Dump,them,20 -- 23
undefined,1,receive,timeout,us 2,undefined,undefined
59,1,receive,in_rally,2-Pass,none,20 -- 23
59,1,receive,earned,Spike,us,21 -- 23
60,2,serve,errors,Serve,them,21 -- 24
61,2,receive,in_rally,2-Pass,none,21 -- 24
62,2,receive,in_rally,Hit Still In Play,none,21 -- 24
62,2,receive,errors,Dig,them,21 -- 25
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,6,receive,in_rally,3-Pass,none,0 -- 0
1,6,receive,earned,Spike,us,1 -- 0
2,1,serve,in_rally,2-Serve,none,1 -- 0
3,1,serve,in_rally,Dig,none,1 -- 0
3,1,serve,errors,Spike,us,2 -- 0
4,1,serve,in_rally,3-Serve,none,2 -- 0
4,1,serve,earned,Spike,us,3 -- 0
5,1,serve,in_rally,3-Serve,none,3 -- 0
6,1,serve,in_rally,2-FB Pass,none,3 -- 0
6,1,serve,earned,Spike,us,4 -- 0
7,1,serve,in_rally,2-Serve,none,4 -- 0
8,1,serve,in_rally,Dig,none,4 -- 0
9,1,serve,in_rally,Hit Still In Play,none,4 -- 0
9,1,serve,faults,Net,us,5 -- 0
10,1,serve,earned,Ace,us,6 -- 0
11,1,serve,in_rally,3-Serve,none,6 -- 0
11,1,serve,errors,Spike,us,7 -- 0
12,1,serve,errors,Serve,them,7 -- 1
13,1,receive,errors,Serve,us,8 -- 1
14,2,serve,in_rally,3-Serve,none,8 -- 1
15,2,serve,in_rally,Dig,none,8 -- 1
16,2,serve,in_rally,Dig,none,8 -- 1
16,2,serve,errors,Spike,them,8 -- 2
17,2,receive,in_rally,1-Pass,none,8 -- 2
18,2,receive,in_rally,Dig,none,8 -- 2
19,2,receive,in_rally,Dig,none,8 -- 2
19,2,receive,errors,3rd Ball Return,us,9 -- 2
20,3,serve,errors,Serve,them,9 -- 3
21,3,receive,errors,Receive,them,9 -- 4
22,3,receive,in_rally,2-Pass,none,9 -- 4
23,3,receive,in_rally,Hit Still In Play,none,9 -- 4
24,3,receive,in_rally,3-FB Pass,none,9 -- 4
24,3,receive,earned,Tip,us,10 -- 4
25,4,serve,in_rally,3-Serve,none,10 -- 4
26,4,serve,in_rally,Dig,none,10 -- 4
26,4,serve,earned,Spike,us,11 -- 4
27,4,serve,errors,Serve,them,11 -- 5
28,4,receive,in_rally,1-Pass,none,11 -- 5
28,4,receive,earned,Tip,us,12 -- 5
29,5,serve,earned,Ace,us,13 -- 5
undefined,5,serve,timeout,them 1,undefined,undefined
29,5,serve,earned,Ace,us,14 -- 5
30,5,serve,errors,Serve,them,14 -- 6
31,5,receive,errors,Serve,us,15 -- 6
32,6,serve,earned,Ace,us,16 -- 6
33,6,serve,earned,Ace,us,17 -- 6
34,6,serve,in_rally,3-Serve,none,17 -- 6
34,6,serve,errors,3rd Ball Return,us,18 -- 6
35,6,serve,errors,Serve,them,18 -- 7
36,6,receive,in_rally,3-Pass,none,18 -- 7
36,6,receive,earned,Spike,us,19 -- 7
37,1,serve,in_rally,3-Serve,none,19 -- 7
37,1,serve,errors,3rd Ball Return,us,20 -- 7
38,1,serve,in_rally,3-Serve,none,20 -- 7
38,1,serve,errors,Whose Ball?,them,20 -- 8
39,1,receive,in_rally,1-Pass,none,20 -- 8
40,1,receive,in_rally,Hit Still In Play,none,20 -- 8
40,1,receive,earned,Spike,us,21 -- 8
41,2,serve,in_rally,3-Serve,none,21 -- 8
41,2,serve,errors,Set,us,22 -- 8
42,2,serve,in_rally,2-Serve,none,22 -- 8
43,2,serve,in_rally,Dig,none,22 -- 8
44,2,serve,in_rally,Hit Still In Play,none,22 -- 8
45,2,serve,in_rally,Dig,none,22 -- 8
46,2,serve,in_rally,Hit Still In Play,none,22 -- 8
47,2,serve,in_rally,Dig,none,22 -- 8
48,2,serve,in_rally,Hit Still In Play,none,22 -- 8
49,2,serve,in_rally,Dig,none,22 -- 8
50,2,serve,in_rally,Hit Still In Play,none,22 -- 8
51,2,serve,in_rally,2-FB Pass,none,22 -- 8
51,2,serve,errors,Spike,them,22 -- 9
52,2,receive,in_rally,1-Pass,none,22 -- 9
53,2,receive,in_rally,Hit Still In Play,none,22 -- 9
54,2,receive,in_rally,2-FB Pass,none,22 -- 9
54,2,receive,earned,Spike,us,23 -- 9
55,3,serve,errors,Serve,them,23 -- 10
56,3,receive,in_rally,3-Pass,none,23 -- 10
56,3,receive,faults,Net,them,23 -- 11
57,3,receive,in_rally,2-Pass,none,23 -- 11
58,3,receive,in_rally,Hit Still In Play,none,23 -- 11
58,3,receive,errors,Spike,them,23 -- 12
59,3,receive,in_rally,2-Pass,none,23 -- 12
60,3,receive,in_rally,Hit Still In Play,none,23 -- 12
60,3,receive,errors,Spike,us,24 -- 12
61,4,serve,in_rally,3-Serve,none,24 -- 12
62,4,serve,in_rally,Dig,none,24 -- 12
62,4,serve,errors,Set,them,24 -- 13
63,4,receive,in_rally,2-Pass,none,24 -- 13
63,4,receive,earned,Spike,us,25 -- 13
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,1,serve,in_rally,2-Serve,none,0 -- 0
2,1,serve,in_rally,Dig,none,0 -- 0
2,1,serve,earned,Spike,us,1 -- 0
3,1,serve,in_rally,1-Serve,none,1 -- 0
3,1,serve,errors,Spike,us,2 -- 0
4,1,serve,earned,Ace,us,3 -- 0
5,1,serve,earned,Ace,us,4 -- 0
6,1,serve,earned,Ace,us,5 -- 0
7,1,serve,in_rally,3-Serve,none,5 -- 0
8,1,serve,in_rally,Dig,none,5 -- 0
9,1,serve,in_rally,Dig,none,5 -- 0
10,1,serve,in_rally,Hit Still In Play,none,5 -- 0
11,1,serve,in_rally,Hit Still In Play,none,5 -- 0
11,1,serve,errors,3rd Ball Return,us,6 -- 0
12,1,serve,in_rally,1-Serve,none,6 -- 0
12,1,serve,earned,Spike,them,6 -- 1
13,1,receive,in_rally,2-Pass,none,6 -- 1
14,1,receive,in_rally,Hit Still In Play,none,6 -- 1
15,1,receive,in_rally,Dig,none,6 -- 1
16,1,receive,in_rally,Hit Still In Play,none,6 -- 1
17,1,receive,in_rally,Hit Still In Play,none,6 -- 1
17,1,receive,errors,Dig,them,6 -- 2
18,1,receive,in_rally,3-Pass,none,6 -- 2
18,1,receive,errors,Spike,them,6 -- 3
19,1,receive,in_rally,3-Pass,none,6 -- 3
19,1,receive,errors,Spike,them,6 -- 4
20,1,receive,in_rally,2-Pass,none,6 -- 4
20,1,receive,errors,Spike,them,6 -- 5
21,1,receive,in_rally,1-Pass,none,6 -- 5
22,1,receive,in_rally,Dig,none,6 -- 5
23,1,receive,in_rally,Hit Still In Play,none,6 -- 5
23,1,receive,errors,3rd Ball Return,us,7 -- 5
24,2,serve,errors,Serve,them,7 -- 6
25,2,receive,in_rally,1-Pass,none,7 -- 6
26,2,receive,in_rally,Hit Still In Play,none,7 -- 6
27,2,receive,in_rally,3-FB Pass,none,7 -- 6
27,2,receive,earned,Spike,us,8 -- 6
28,3,serve,in_rally,1-Serve,none,8 -- 6
28,3,serve,earned,Tip,them,8 -- 7
29,3,receive,in_rally,3-Pass,none,8 -- 7
29,3,receive,earned,Tip,us,9 -- 7
30,4,serve,in_rally,3-Serve,none,9 -- 7
31,4,serve,in_rally,Dig,none,9 -- 7
31,4,serve,earned,Spike,us,10 -- 7
32,4,serve,in_rally,2-Serve,none,10 -- 7
32,4,serve,errors,Spike,us,11 -- 7
33,4,serve,in_rally,1-Serve,none,11 -- 7
33,4,serve,earned,Spike,them,11 -- 8
34,4,receive,in_rally,3-Pass,none,11 -- 8
34,4,receive,earned,Spike,us,12 -- 8
35,5,serve,in_rally,3-Serve,none,12 -- 8
36,5,serve,in_rally,Dig,none,12 -- 8
37,5,serve,in_rally,Hit Still In Play,none,12 -- 8
37,5,serve,errors,Spike,us,13 -- 8
38,5,serve,earned,Ace,us,14 -- 8
39,5,serve,in_rally,1-Serve,none,14 -- 8
40,5,serve,in_rally,Dig,none,14 -- 8
40,5,serve,errors,Set,them,14 -- 9
41,5,receive,in_rally,3-Pass,none,14 -- 9
42,5,receive,in_rally,Hit Still In Play,none,14 -- 9
43,5,receive,in_rally,Dig,none,14 -- 9
44,5,receive,in_rally,Hit Still In Play,none,14 -- 9
44,5,receive,earned,Spike,them,14 -- 10
45,5,receive,in_rally,3-Pass,none,14 -- 10
45,5,receive,earned,Spike,us,15 -- 10
46,6,serve,errors,Serve,them,15 -- 11
47,6,receive,in_rally,2-Pass,none,15 -- 11
48,6,receive,in_rally,Hit Still In Play,none,15 -- 11
49,6,receive,in_rally,Dig,none,15 -- 11
49,6,receive,errors,Spike,them,15 -- 12
50,6,receive,in_rally,3-Pass,none,15 -- 12
50,6,receive,errors,Spike,them,15 -- 13
51,6,receive,in_rally,2-Pass,none,15 -- 13
51,6,receive,earned,Spike,us,16 -- 13
52,1,serve,in_rally,3-Serve,none,16 -- 13
52,1,serve,errors,Tip,us,17 -- 13
53,1,serve,in_rally,2-Serve,none,17 -- 13
53,1,serve,errors,3rd Ball Return,us,18 -- 13
54,1,serve,in_rally,2-Serve,none,18 -- 13
54,1,serve,earned,Spike,them,18 -- 14
55,1,receive,in_rally,3-Pass,none,18 -- 14
55,1,receive,earned,Spike,us,19 -- 14
56,2,serve,in_rally,2-Serve,none,19 -- 14
56,2,serve,earned,Spike,them,19 -- 15
57,2,receive,in_rally,1-Pass,none,19 -- 15
58,2,receive,in_rally,Hit Still In Play,none,19 -- 15
59,2,receive,in_rally,Dig,none,19 -- 15
60,2,receive,in_rally,Hit Still In Play,none,19 -- 15
60,2,receive,errors,Set,us,20 -- 15
61,3,serve,in_rally,1-Serve,none,20 -- 15
62,3,serve,in_rally,Dig,none,20 -- 15
63,3,serve,in_rally,Dig,none,20 -- 15
63,3,serve,earned,Spike,us,21 -- 15
64,3,serve,in_rally,2-Serve,none,21 -- 15
65,3,serve,in_rally,Dig,none,21 -- 15
65,3,serve,errors,Spike,them,21 -- 16
66,3,receive,errors,Receive,them,21 -- 17
67,3,receive,in_rally,1-Pass,none,21 -- 17
68,3,receive,in_rally,Dig,none,21 -- 17
68,3,receive,earned,Tip,us,22 -- 17
69,4,serve,in_rally,2-Serve,none,22 -- 17
70,4,serve,in_rally,Dig,none,22 -- 17
70,4,serve,errors,Dig,them,22 -- 18
71,4,receive,earned,Ace,them,22 -- 19
72,4,receive,in_rally,1-Pass,none,22 -- 19
73,4,receive,in_rally,Hit Still In Play,none,22 -- 19
73,4,receive,earned,Spike,them,22 -- 20
74,4,receive,errors,Receive,them,22 -- 21
75,4,receive,errors,Serve,us,23 -- 21
undefined,4,receive,timeout,them 1,undefined,undefined
75,5,serve,errors,Serve,them,23 -- 22
76,5,receive,in_rally,3-Pass,none,23 -- 22
76,5,receive,earned,Tip,us,24 -- 22
77,6,serve,errors,Serve,them,24 -- 23
78,6,receive,in_rally,2-Pass,none,24 -- 23
79,6,receive,in_rally,Dig,none,24 -- 23
80,6,receive,in_rally,Dig,none,24 -- 23
80,6,receive,earned,Tip,us,25 -- 23
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,6,receive,in_rally,2-Pass,none,0 -- 0
1,6,receive,earned,Spike,us,1 -- 0
2,1,serve,in_rally,1-Serve,none,1 -- 0
2,1,serve,earned,Spike,them,1 -- 1
3,1,receive,in_rally,3-Pass,none,1 -- 1
3,1,receive,earned,Spike,us,2 -- 1
4,2,serve,in_rally,3-Serve,none,2 -- 1
4,2,serve,faults,Ball Handling,us,3 -- 1
5,2,serve,earned,Ace,us,4 -- 1
6,2,serve,errors,Serve,them,4 -- 2
7,2,receive,in_rally,3-Pass,none,4 -- 2
7,2,receive,earned,Spike,us,5 -- 2
8,3,serve,in_rally,3-Serve,none,5 -- 2
8,3,serve,errors,Spike,us,6 -- 2
9,3,serve,earned,Ace,us,7 -- 2
10,3,serve,earned,Ace,us,8 -- 2
11,3,serve,in_rally,1-Serve,none,8 -- 2
11,3,serve,errors,Tip,us,9 -- 2
undefined,3,serve,timeout,them 1,undefined,undefined
12,3,serve,in_rally,3-Serve,none,9 -- 2
13,3,serve,in_rally,3-FB Pass,none,9 -- 2
13,3,serve,errors,Spike,them,9 -- 3
14,3,receive,in_rally,3-Pass,none,9 -- 3
15,3,receive,in_rally,Hit Still In Play,none,9 -- 3
15,3,receive,earned,Spike,them,9 -- 4
16,3,receive,errors,Serve,us,10 -- 4
17,4,serve,in_rally,2-Serve,none,10 -- 4
17,4,serve,errors,Set,us,11 -- 4
18,4,serve,earned,Ace,us,12 -- 4
19,4,serve,in_rally,3-Serve,none,12 -- 4
19,4,serve,errors,Dig,them,12 -- 5
20,4,receive,errors,Serve,us,13 -- 5
21,5,serve,in_rally,3-Serve,none,13 -- 5
22,5,serve,in_rally,3-FB Pass,none,13 -- 5
23,5,serve,in_rally,Hit Still In Play,none,13 -- 5
24,5,serve,in_rally,Dig,none,13 -- 5
25,5,serve,in_rally,Dig,none,13 -- 5
25,5,serve,earned,Spike,us,14 -- 5
26,5,serve,in_rally,1-Serve,none,14 -- 5
26,5,serve,earned,Spike,them,14 -- 6
27,5,receive,in_rally,1-Pass,none,14 -- 6
28,5,receive,in_rally,Hit Still In Play,none,14 -- 6
28,5,receive,errors,Spike,us,15 -- 6
29,6,serve,in_rally,2-Serve,none,15 -- 6
29,6,serve,errors,Spike,us,16 -- 6
30,6,serve,in_rally,3-Serve,none,16 -- 6
30,6,serve,errors,3rd Ball Return,us,17 -- 6
31,6,serve,in_rally,2-Serve,none,17 -- 6
31,6,serve,earned,Spike,us,18 -- 6
32,6,serve,in_rally,2-Serve,none,18 -- 6
33,6,serve,in_rally,Dig,none,18 -- 6
34,6,serve,in_rally,Hit Still In Play,none,18 -- 6
35,6,serve,in_rally,3-FB Pass,none,18 -- 6
36,6,serve,in_rally,Hit Still In Play,none,18 -- 6
36,6,serve,faults,Net,us,19 -- 6
undefined,6,serve,timeout,them 2,undefined,undefined
36,6,serve,errors,Serve,them,19 -- 7
37,6,receive,in_rally,2-Pass,none,19 -- 7
37,6,receive,earned,Spike,us,20 -- 7
38,1,serve,in_rally,3-Serve,none,20 -- 7
39,1,serve,in_rally,3-FB Pass,none,20 -- 7
39,1,serve,errors,Spike,them,20 -- 8
40,1,receive,in_rally,3-Pass,none,20 -- 8
40,1,receive,earned,Spike,us,21 -- 8
41,2,serve,faults,Out of Rotation,us,22 -- 8
42,2,serve,in_rally,3-Serve,none,22 -- 8
42,2,serve,errors,2nd Ball Return,us,23 -- 8
43,2,serve,earned,Ace,us,24 -- 8
44,2,serve,earned,Ace,us,25 -- 8
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,1,serve,in_rally,3-Serve,none,0 -- 0
1,1,serve,earned,Spike,us,1 -- 0
2,1,serve,in_rally,3-Serve,none,1 -- 0
2,1,serve,errors,Dig,them,1 -- 1
3,1,receive,errors,Receive,them,1 -- 2
4,1,receive,in_rally,Over Pass in Play,none,1 -- 2
5,1,receive,in_rally,Dig,none,1 -- 2
6,1,receive,in_rally,Hit Still In Play,none,1 -- 2
6,1,receive,earned,Spike,them,1 -- 3
7,1,receive,in_rally,3-Pass,none,1 -- 3
7,1,receive,earned,Spike,us,2 -- 3
8,2,serve,in_rally,2-Serve,none,2 -- 3
9,2,serve,in_rally,Dig,none,2 -- 3
10,2,serve,in_rally,Hit Still In Play,none,2 -- 3
10,2,serve,errors,Dig,them,2 -- 4
11,2,receive,in_rally,1-Pass,none,2 -- 4
12,2,receive,in_rally,Hit Still In Play,none,2 -- 4
12,2,receive,earned,Block,us,3 -- 4
13,3,serve,in_rally,3-Serve,none,3 -- 4
14,3,serve,in_rally,2-FB Pass,none,3 -- 4
14,3,serve,errors,Set,them,3 -- 5
15,3,receive,in_rally,3-Pass,none,3 -- 5
15,3,receive,errors,Spike,them,3 -- 6
16,3,receive,in_rally,3-Pass,none,3 -- 6
16,3,receive,earned,Spike,us,4 -- 6
17,4,serve,errors,Serve,them,4 -- 7
18,4,receive,errors,Receive,them,4 -- 8
19,4,receive,errors,Serve,us,5 -- 8
20,5,serve,in_rally,1-Serve,none,5 -- 8
20,5,serve,errors,Dig,them,5 -- 9
21,5,receive,in_rally,3-Pass,none,5 -- 9
21,5,receive,earned,Spike,us,6 -- 9
22,6,serve,in_rally,2-Serve,none,6 -- 9
22,6,serve,errors,3rd Ball Return,us,7 -- 9
23,6,serve,in_rally,2-Serve,none,7 -- 9
24,6,serve,in_rally,Dig,none,7 -- 9
24,6,serve,errors,Dig,them,7 -- 10
25,6,receive,in_rally,2-Pass,none,7 -- 10
25,6,receive,errors,Spike,them,7 -- 11
26,6,receive,in_rally,2-Pass,none,7 -- 11
27,6,receive,in_rally,Hit Still In Play,none,7 -- 11
27,6,receive,errors,Spike,us,8 -- 11
28,1,serve,in_rally,2-Serve,none,8 -- 11
28,1,serve,errors,Spike,us,9 -- 11
29,1,serve,in_rally,1-Serve,none,9 -- 11
29,1,serve,errors,Spike,us,10 -- 11
30,1,serve,in_rally,2-Serve,none,10 -- 11
31,1,serve,in_rally,Dig,none,10 -- 11
32,1,serve,in_rally,Hit Still In Play,none,10 -- 11
32,1,serve,errors,Dig,them,10 -- 12
33,1,receive,in_rally,1-Pass,none,10 -- 12
34,1,receive,in_rally,Hit Still In Play,none,10 -- 12
35,1,receive,in_rally,2-FB Pass,none,10 -- 12
36,1,receive,in_rally,Hit Still In Play,none,10 -- 12
37,1,receive,in_rally,Dig,none,10 -- 12
37,1,receive,earned,Spike,us,11 -- 12
38,2,serve,earned,Ace,us,12 -- 12
39,2,serve,in_rally,2-Serve,none,12 -- 12
39,2,serve,errors,Dig,them,12 -- 13
40,2,receive,in_rally,2-Pass,none,12 -- 13
40,2,receive,errors,Dig,them,12 -- 14
41,2,receive,in_rally,2-Pass,none,12 -- 14
42,2,receive,in_rally,Hit Still In Play,none,12 -- 14
42,2,receive,errors,Set,us,13 -- 14
43,3,serve,in_rally,2-Serve,none,13 -- 14
44,3,serve,in_rally,Dig,none,13 -- 14
44,3,serve,errors,Dig,them,13 -- 15
45,3,receive,in_rally,3-Pass,none,13 -- 15
45,3,receive,earned,Spike,us,14 -- 15
46,4,serve,errors,Serve,them,14 -- 16
47,4,receive,in_rally,2-Pass,none,14 -- 16
47,4,receive,earned,Spike,us,15 -- 16
48,5,serve,in_rally,1-Serve,none,15 -- 16
48,5,serve,errors,Dig,them,15 -- 17
49,5,receive,in_rally,3-Pass,none,15 -- 17
49,5,receive,errors,Spike,them,15 -- 18
50,5,receive,in_rally,2-Pass,none,15 -- 18
51,5,receive,in_rally,Hit Still In Play,none,15 -- 18
51,5,receive,errors,Spike,them,15 -- 19
52,5,receive,in_rally,2-Pass,none,15 -- 19
53,5,receive,in_rally,Hit Still In Play,none,15 -- 19
53,5,receive,earned,Spike,them,15 -- 20
54,5,receive,in_rally,2-Pass,none,15 -- 20
55,5,receive,in_rally,Hit Still In Play,none,15 -- 20
55,5,receive,earned,Spike,us,16 -- 20
56,6,serve,in_rally,1-Serve,none,16 -- 20
57,6,serve,in_rally,Dig,none,16 -- 20
58,6,serve,in_rally,3-FB Pass,none,16 -- 20
59,6,serve,in_rally,Hit Still In Play,none,16 -- 20
59,6,serve,errors,Dig,them,16 -- 21
60,6,receive,errors,Receive,them,16 -- 22
61,6,receive,in_rally,1-Pass,none,16 -- 22
62,6,receive,in_rally,Hit Still In Play,none,16 -- 22
63,6,receive,in_rally,Dig,none,16 -- 22
63,6,receive,errors,Spike,them,16 -- 23
64,6,receive,errors,Receive,them,16 -- 24
65,6,receive,in_rally,2-Pass,none,16 -- 24
65,6,receive,earned,Tip,us,17 -- 24
66,1,serve,in_rally,2-Serve,none,17 -- 24
67,1,serve,in_rally,Dig,none,17 -- 24
68,1,serve,in_rally,Hit Still In Play,none,17 -- 24
69,1,serve,in_rally,Dig,none,17 -- 24
69,1,serve,errors,Tip,us,18 -- 24
70,1,serve,in_rally,2-Serve,none,18 -- 24
71,1,serve,in_rally,Dig,none,18 -- 24
71,1,serve,earned,Spike,us,19 -- 24
72,1,serve,in_rally,3-Serve,none,19 -- 24
73,1,serve,in_rally,Dig,none,19 -- 24
73,1,serve,earned,Spike,us,20 -- 24
undefined,1,serve,timeout,them 1,undefined,undefined
74,1,serve,in_rally,3-Serve,none,20 -- 24
75,1,serve,in_rally,3-FB Pass,none,20 -- 24
76,1,serve,in_rally,Hit Still In Play,none,20 -- 24
76,1,serve,errors,Dig,them,20 -- 25
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,6,receive,errors,Receive,them,0 -- 1
2,6,receive,in_rally,1-Pass,none,0 -- 1
3,6,receive,in_rally,Hit Still In Play,none,0 -- 1
3,6,receive,errors,Spike,us,1 -- 1
4,1,serve,in_rally,2-Serve,none,1 -- 1
5,1,serve,in_rally,3-FB Pass,none,1 -- 1
5,1,serve,earned,Spike,us,2 -- 1
6,1,serve,in_rally,3-Serve,none,2 -- 1
6,1,serve,errors,3rd Ball Return,us,3 -- 1
7,1,serve,in_rally,2-Serve,none,3 -- 1
8,1,serve,in_rally,Dig,none,3 -- 1
9,1,serve,in_rally,Hit Still In Play,none,3 -- 1
9,1,serve,earned,Tip,them,3 -- 2
10,1,receive,in_rally,3-Pass,none,3 -- 2
10,1,receive,earned,Spike,us,4 -- 2
11,2,serve,in_rally,3-Serve,none,4 -- 2
11,2,serve,errors,Spike,them,4 -- 3
12,2,receive,in_rally,3-Pass,none,4 -- 3
12,2,receive,errors,Spike,them,4 -- 4
13,2,receive,in_rally,3-Pass,none,4 -- 4
13,2,receive,earned,Spike,us,5 -- 4
14,3,serve,in_rally,1-Serve,none,5 -- 4
14,3,serve,errors,Dig,them,5 -- 5
